,Name,Calories,Type
2842,Pão de Leite (Coop),121,1 unidade (50g)
2843,Snack de Milho Torrado Salgado (Coop),232,1/2 xicara (50g)
2844,Pão de Ovos (Coop),162,1 pão (50g)
2845,Pão de Hambúrguer (Coop),151,1 unidade (60g)
2846,Pão do Padre (Coop),109,1 fatia (40g)
2847,Pão de Cebolinha Assado (Coop),119,1 porção (40g)
2848,Iogurte Desnatado (Coop),58,1 porção (160g)
2849,Panetone de Chocolate (Coop),348,100g
2850,Requeijão Cremoso Light (Coop),49,1 colhere de sopa (30g)
2851,Panetone de Frutas (Coop),313,100g
2852,Mussarela (Coop),108,1 porção (30g)
2853,Pão Brasília (Coop),115,1 fatia (40g)
2854,Mussarela (Coop),100,100g
2855,Castanha de Caju (Mundial),60,1 porção (15g)
2856,Morango Cru (TACO) (Mundial),30,100g
2857,Panetone de Chocolate (Mundial),270,1 fatia (80g)
2858,Pão Francês (Mundial),164,1 porção (50g)
2859,Arroz Integral (Mundial),190,1/4 xícara (50g)
2860,Bananitos (Mundial),129,1 porção (25g)
2861,Pão Francês (Savegnago),106,1 unidade  (50g)
2862,Amendoim Despeliculado sem Sal (Savegnago),88,1/4 xícara de chá (25g)
